sales_date,product,sales_quantity,price_per_item,total
2019-09-23,Bebek Goreng,1,12000,12000
2019-09-23,Bebek Goreng,2,12000,24000
2019-09-23,Bebek Goreng,1,12000,12000
2019-09-24,Bebek Goreng,1,12000,12000
2019-09-24,Bebek Goreng,1,12000,12000
2019-09-25,Bebek Goreng,1,12000,12000
2019-09-25,Bebek Goreng,1,12000,12000
2019-09-25,Bebek Goreng,1,12000,12000
2019-09-25,Bebek Goreng,1,12000,12000
2019-09-25,Bebek Goreng,1,12000,12000
2019-09-26,Bebek Goreng,1,12000,12000
2019-09-26,Bebek Goreng,1,12000,12000
2019-09-26,Bebek Goreng,1,12000,12000
2019-09-26,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-27,Bebek Goreng,1,12000,12000
2019-09-28,Bebek Goreng,1,12000,12000
2019-09-28,Bebek Goreng,1,12000,12000
2019-09-28,Bebek Goreng,1,12000,12000
2019-09-28,Bebek Goreng,1,12000,12000
2019-09-29,Bebek Goreng,2,12000,24000
2019-09-29,Bebek Goreng,1,12000,12000
2019-09-29,Bebek Goreng,1,12000,12000
2019-09-29,Bebek Goreng,1,12000,12000
2019-09-29,Bebek Goreng,2,12000,24000
2019-09-30,Bebek Goreng,1,12000,12000
2019-09-30,Bebek Goreng,1,12000,12000
2019-10-01,Bebek Goreng,1,12000,12000
2019-10-01,Bebek Goreng,2,12000,24000
2019-10-01,Bebek Goreng,1,12000,12000
2019-10-02,Bebek Goreng,1,12000,12000
2019-10-02,Bebek Goreng,1,12000,12000
2019-10-02,Bebek Goreng,1,12000,12000
2019-10-02,Bebek Goreng,1,12000,12000
2019-10-02,Bebek Goreng,2,12000,24000
2019-10-02,Bebek Goreng,1,12000,12000
2019-10-03,Bebek Goreng,1,12000,12000
2019-10-03,Bebek Goreng,1,12000,12000
2019-10-03,Bebek Goreng,1,12000,12000
2019-10-03,Bebek Goreng,1,12000,12000
2019-10-03,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,1,12000,12000
2019-10-04,Bebek Goreng,2,12000,24000
2019-10-05,Bebek Goreng,2,12000,24000
2019-10-05,Bebek Goreng,1,12000,12000
2019-10-05,Bebek Goreng,3,12000,36000
2019-10-05,Bebek Goreng,1,12000,12000
2019-10-06,Bebek Goreng,2,12000,24000
2019-10-06,Bebek Goreng,3,12000,36000
2019-10-06,Bebek Goreng,3,12000,36000
2019-10-06,Bebek Goreng,2,12000,24000
2019-10-06,Bebek Goreng,2,12000,24000
2019-10-06,Bebek Goreng,1,12000,12000
2019-10-06,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,2,12000,24000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-07,Bebek Goreng,1,12000,12000
2019-10-08,Bebek Goreng,1,12000,12000
2019-10-08,Bebek Goreng,1,12000,12000
2019-10-08,Bebek Goreng,1,12000,12000
2014-01-02,Kepala Ayam Goreng,1,4000,4000
2014-01-02,Kepala Ayam Goreng,1,4000,4000
2014-01-02,Kepala Ayam Goreng,2,4000,8000
2014-01-03,Kepala Ayam Goreng,1,4000,4000
2014-01-03,Kepala Ayam Goreng,1,4000,4000
2014-01-03,Kepala Ayam Goreng,1,4000,4000
2014-01-03,Kepala Ayam Goreng,1,4000,4000
2014-01-03,Kepala Ayam Goreng,1,4000,4000
2014-01-04,Kepala Ayam Goreng,1,4000,4000
2014-01-04,Kepala Ayam Goreng,1,4000,4000
2014-01-04,Kepala Ayam Goreng,2,4000,8000
2014-01-04,Kepala Ayam Goreng,1,4000,4000
2014-01-04,Kepala Ayam Goreng,3,4000,12000
2014-01-05,Kepala Ayam Goreng,1,4000,4000
2014-01-05,Kepala Ayam Goreng,1,4000,4000
2014-01-05,Kepala Ayam Goreng,2,4000,8000
2014-01-05,Kepala Ayam Goreng,3,4000,12000
2014-01-06,Kepala Ayam Goreng,2,4000,8000
2014-01-06,Kepala Ayam Goreng,1,4000,4000
2014-01-06,Kepala Ayam Goreng,1,4000,4000
2014-01-06,Kepala Ayam Goreng,1,4000,4000
2014-01-08,Kepala Ayam Goreng,2,4000,8000
2014-01-08,Kepala Ayam Goreng,2,4000,8000
2014-01-08,Kepala Ayam Goreng,1,4000,4000
2014-01-08,Kepala Ayam Goreng,2,4000,8000
2014-01-08,Kepala Ayam Goreng,1,4000,4000
2014-01-08,Kepala Ayam Goreng,1,4000,4000
2014-01-08,Kepala Ayam Goreng,2,4000,8000
2014-01-09,Kepala Ayam Goreng,1,4000,4000
2014-01-09,Kepala Ayam Goreng,2,4000,8000
2014-01-09,Kepala Ayam Goreng,1,4000,4000
2014-01-09,Kepala Ayam Goreng,2,4000,8000
2014-01-09,Kepala Ayam Goreng,1,4000,4000
2014-01-09,Kepala Ayam Goreng,1,4000,4000
2014-01-10,Kepala Ayam Goreng,1,4000,4000
2014-01-10,Kepala Ayam Goreng,1,4000,4000
2014-01-11,Kepala Ayam Goreng,1,4000,4000
2014-01-11,Kepala Ayam Goreng,2,4000,8000
2014-01-11,Kepala Ayam Goreng,1,4000,4000
2014-01-11,Kepala Ayam Goreng,2,4000,8000
2014-01-11,Kepala Ayam Goreng,1,4000,4000
2014-01-11,Kepala Ayam Goreng,3,4000,12000
2014-01-11,Kepala Ayam Goreng,1,4000,4000
2014-01-12,Kepala Ayam Goreng,1,4000,4000
2014-01-12,Kepala Ayam Goreng,2,4000,8000
2014-01-13,Kepala Ayam Goreng,1,4000,4000
2014-01-13,Kepala Ayam Goreng,2,4000,8000
2014-01-13,Kepala Ayam Goreng,2,4000,8000
2014-01-13,Kepala Ayam Goreng,1,4000,4000
2014-01-13,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,4,4000,16000
2014-01-14,Kepala Ayam Goreng,3,4000,12000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-14,Kepala Ayam Goreng,1,4000,4000
2014-01-15,Kepala Ayam Goreng,1,4000,4000
2014-01-15,Kepala Ayam Goreng,1,4000,4000
2014-01-15,Kepala Ayam Goreng,1,4000,4000
2014-01-15,Kepala Ayam Goreng,1,4000,4000
2014-01-15,Kepala Ayam Goreng,1,4000,4000
2014-01-16,Kepala Ayam Goreng,1,4000,4000
2014-01-16,Kepala Ayam Goreng,1,4000,4000
2014-01-16,Kepala Ayam Goreng,2,4000,8000
2014-01-16,Kepala Ayam Goreng,1,4000,4000
2014-01-17,Kepala Ayam Goreng,3,4000,12000
2014-01-17,Kepala Ayam Goreng,1,4000,4000
2014-01-17,Kepala Ayam Goreng,1,4000,4000
2014-01-17,Kepala Ayam Goreng,1,4000,4000
2014-01-17,Kepala Ayam Goreng,1,4000,4000
2014-01-17,Kepala Ayam Goreng,2,4000,8000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-18,Kepala Ayam Goreng,1,4000,4000
2014-01-19,Kepala Ayam Goreng,3,4000,12000
2014-01-19,Kepala Ayam Goreng,1,4000,4000
2014-01-19,Kepala Ayam Goreng,1,4000,4000
2014-01-20,Kepala Ayam Goreng,1,4000,4000
2014-01-20,Kepala Ayam Goreng,1,4000,4000
2014-01-20,Kepala Ayam Goreng,1,4000,4000
2014-01-20,Kepala Ayam Goreng,1,4000,4000
2014-01-21,Kepala Ayam Goreng,2,4000,8000
2014-01-21,Kepala Ayam Goreng,1,4000,4000
2014-01-21,Kepala Ayam Goreng,1,4000,4000
2014-01-22,Kepala Ayam Goreng,1,4000,4000
2014-01-22,Kepala Ayam Goreng,1,4000,4000
2014-01-22,Kepala Ayam Goreng,1,4000,4000
2014-01-22,Kepala Ayam Goreng,2,4000,8000
2014-01-22,Kepala Ayam Goreng,2,4000,8000
2014-01-22,Kepala Ayam Goreng,1,4000,4000
2014-01-22,Kepala Ayam Goreng,2,4000,8000
2014-01-23,Kepala Ayam Goreng,2,4000,8000
2014-01-23,Kepala Ayam Goreng,2,4000,8000
2014-01-23,Kepala Ayam Goreng,1,4000,4000
2014-01-23,Kepala Ayam Goreng,1,4000,4000
2014-01-24,Kepala Ayam Goreng,1,4000,4000
2014-01-24,Kepala Ayam Goreng,1,4000,4000
2014-01-24,Kepala Ayam Goreng,1,4000,4000
2014-01-24,Kepala Ayam Goreng,4,4000,16000
2014-01-25,Kepala Ayam Goreng,1,4000,4000
2014-01-25,Kepala Ayam Goreng,1,4000,4000
2014-01-25,Kepala Ayam Goreng,2,4000,8000
2014-01-25,Kepala Ayam Goreng,1,4000,4000
2014-01-27,Kepala Ayam Goreng,1,4000,4000
2014-01-27,Kepala Ayam Goreng,1,4000,4000
2014-01-28,Kepala Ayam Goreng,1,4000,4000
2014-01-28,Kepala Ayam Goreng,1,4000,4000
2014-01-28,Kepala Ayam Goreng,1,4000,4000
2014-01-28,Kepala Ayam Goreng,1,4000,4000
2014-01-29,Kepala Ayam Goreng,1,4000,4000
2014-01-29,Kepala Ayam Goreng,1,4000,4000
2014-01-30,Kepala Ayam Goreng,1,4000,4000
2014-01-30,Kepala Ayam Goreng,1,4000,4000
2014-01-30,Kepala Ayam Goreng,1,4000,4000
2014-01-31,Kepala Ayam Goreng,1,4000,4000
2014-01-31,Kepala Ayam Goreng,2,4000,8000
2014-01-31,Kepala Ayam Goreng,1,4000,4000
2014-01-31,Kepala Ayam Goreng,2,4000,8000
2014-01-31,Kepala Ayam Goreng,1,4000,4000
2014-01-31,Kepala Ayam Goreng,1,4000,4000
2014-01-31,Kepala Ayam Goreng,1,4000,4000
2014-02-01,Kepala Ayam Goreng,1,4000,4000
2014-02-01,Kepala Ayam Goreng,1,4000,4000
2014-02-01,Kepala Ayam Goreng,1,4000,4000
2014-02-01,Kepala Ayam Goreng,1,4000,4000
2014-02-01,Kepala Ayam Goreng,1,4000,4000
2014-02-02,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-03,Kepala Ayam Goreng,2,4000,8000
2014-02-03,Kepala Ayam Goreng,1,4000,4000
2014-02-04,Kepala Ayam Goreng,2,4000,8000
2014-02-04,Kepala Ayam Goreng,2,4000,8000
2014-02-04,Kepala Ayam Goreng,1,4000,4000
2014-02-04,Kepala Ayam Goreng,1,4000,4000
2014-02-04,Kepala Ayam Goreng,1,4000,4000
2014-02-04,Kepala Ayam Goreng,1,4000,4000
2014-02-05,Kepala Ayam Goreng,1,4000,4000
2014-02-05,Kepala Ayam Goreng,1,4000,4000
2014-02-05,Kepala Ayam Goreng,1,4000,4000
2014-02-05,Kepala Ayam Goreng,2,4000,8000
2014-02-05,Kepala Ayam Goreng,1,4000,4000
2014-02-05,Kepala Ayam Goreng,1,4000,4000
2014-02-06,Kepala Ayam Goreng,1,4000,4000
2014-02-06,Kepala Ayam Goreng,1,4000,4000
2014-02-06,Kepala Ayam Goreng,2,4000,8000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-07,Kepala Ayam Goreng,2,4000,8000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-07,Kepala Ayam Goreng,3,4000,12000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-07,Kepala Ayam Goreng,2,4000,8000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-07,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,4,4000,16000
2014-02-08,Kepala Ayam Goreng,2,4000,8000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,3,4000,12000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,1,4000,4000
2014-02-08,Kepala Ayam Goreng,2,4000,8000
2014-02-09,Kepala Ayam Goreng,1,4000,4000
2014-02-09,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,2,4000,8000
2014-02-10,Kepala Ayam Goreng,2,4000,8000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-10,Kepala Ayam Goreng,1,4000,4000
2014-02-11,Kepala Ayam Goreng,1,4000,4000
2014-02-11,Kepala Ayam Goreng,3,4000,12000
2014-02-11,Kepala Ayam Goreng,1,4000,4000
2014-02-11,Kepala Ayam Goreng,2,4000,8000
2014-02-11,Kepala Ayam Goreng,2,4000,8000
2014-02-11,Kepala Ayam Goreng,1,4000,4000
2014-02-11,Kepala Ayam Goreng,1,4000,4000
2014-02-11,Kepala Ayam Goreng,2,4000,8000
2014-02-11,Kepala Ayam Goreng,1,4000,4000
2014-02-12,Kepala Ayam Goreng,1,4000,4000
2014-02-12,Kepala Ayam Goreng,2,4000,8000
2014-02-12,Kepala Ayam Goreng,4,4000,16000
2014-02-12,Kepala Ayam Goreng,1,4000,4000
2014-02-12,Kepala Ayam Goreng,1,4000,4000
2014-02-12,Kepala Ayam Goreng,1,4000,4000
2014-02-13,Kepala Ayam Goreng,1,4000,4000
2014-02-13,Kepala Ayam Goreng,4,4000,16000
2014-02-13,Kepala Ayam Goreng,2,4000,8000
2014-02-13,Kepala Ayam Goreng,2,4000,8000
2014-02-13,Kepala Ayam Goreng,1,4000,4000
2014-02-14,Kepala Ayam Goreng,1,4000,4000
2014-02-14,Kepala Ayam Goreng,1,4000,4000
2014-02-14,Kepala Ayam Goreng,1,4000,4000
2014-02-14,Kepala Ayam Goreng,1,4000,4000
2014-02-15,Kepala Ayam Goreng,2,4000,8000
2014-02-16,Kepala Ayam Goreng,1,4000,4000
2014-02-16,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,2,4000,8000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,4,4000,16000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,2,4000,8000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-17,Kepala Ayam Goreng,1,4000,4000
2014-02-18,Kepala Ayam Goreng,1,4000,4000
2014-02-18,Kepala Ayam Goreng,3,4000,12000
2014-02-18,Kepala Ayam Goreng,1,4000,4000
2014-02-18,Kepala Ayam Goreng,1,4000,4000
2014-02-18,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-19,Kepala Ayam Goreng,1,4000,4000
2014-02-20,Kepala Ayam Goreng,1,4000,4000
2014-02-20,Kepala Ayam Goreng,1,4000,4000
2014-02-20,Kepala Ayam Goreng,1,4000,4000
2014-02-20,Kepala Ayam Goreng,1,4000,4000
2014-02-21,Kepala Ayam Goreng,2,4000,8000
2014-02-21,Kepala Ayam Goreng,1,4000,4000
2014-02-21,Kepala Ayam Goreng,1,4000,4000
2014-02-21,Kepala Ayam Goreng,2,4000,8000
2014-02-21,Kepala Ayam Goreng,3,4000,12000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-22,Kepala Ayam Goreng,1,4000,4000
2014-02-23,Kepala Ayam Goreng,2,4000,8000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-24,Kepala Ayam Goreng,2,4000,8000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-24,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,3,4000,12000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,2,4000,8000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-25,Kepala Ayam Goreng,1,4000,4000
2014-02-26,Kepala Ayam Goreng,1,4000,4000
2014-02-27,Kepala Ayam Goreng,1,4000,4000
2014-02-27,Kepala Ayam Goreng,1,4000,4000
2014-02-27,Kepala Ayam Goreng,2,4000,8000
2014-02-28,Kepala Ayam Goreng,1,4000,4000
2014-02-28,Kepala Ayam Goreng,1,4000,4000
2014-02-28,Kepala Ayam Goreng,1,4000,4000
2014-02-28,Kepala Ayam Goreng,2,4000,8000
2014-02-28,Kepala Ayam Goreng,2,4000,8000
2014-03-01,Kepala Ayam Goreng,2,4000,8000
2014-03-01,Kepala Ayam Goreng,2,4000,8000
2014-03-01,Kepala Ayam Goreng,2,4000,8000
2014-03-01,Kepala Ayam Goreng,2,4000,8000
2014-03-01,Kepala Ayam Goreng,1,4000,4000
2014-03-01,Kepala Ayam Goreng,1,4000,4000
2014-03-01,Kepala Ayam Goreng,1,4000,4000
2014-03-01,Kepala Ayam Goreng,1,4000,4000
2014-03-02,Kepala Ayam Goreng,1,4000,4000
2014-03-02,Kepala Ayam Goreng,1,4000,4000
2014-03-03,Kepala Ayam Goreng,1,4000,4000
2014-03-03,Kepala Ayam Goreng,2,4000,8000
2014-03-04,Kepala Ayam Goreng,1,4000,4000
2014-03-04,Kepala Ayam Goreng,2,4000,8000
2014-03-04,Kepala Ayam Goreng,2,4000,8000
2014-03-04,Kepala Ayam Goreng,1,4000,4000
2014-03-04,Kepala Ayam Goreng,2,4000,8000
2014-03-05,Kepala Ayam Goreng,1,4000,4000
2014-03-05,Kepala Ayam Goreng,1,4000,4000
2014-03-05,Kepala Ayam Goreng,1,4000,4000
2014-03-06,Kepala Ayam Goreng,1,4000,4000
2014-03-06,Kepala Ayam Goreng,2,4000,8000
2014-03-06,Kepala Ayam Goreng,1,4000,4000
2014-03-06,Kepala Ayam Goreng,1,4000,4000
2014-03-06,Kepala Ayam Goreng,1,4000,4000
2014-03-07,Kepala Ayam Goreng,1,4000,4000
2014-03-07,Kepala Ayam Goreng,7,4000,28000
2014-03-07,Kepala Ayam Goreng,1,4000,4000
2014-03-07,Kepala Ayam Goreng,1,4000,4000
2014-03-08,Kepala Ayam Goreng,1,4000,4000
2014-03-09,Kepala Ayam Goreng,2,4000,8000
2014-03-09,Kepala Ayam Goreng,2,4000,8000
2014-03-10,Kepala Ayam Goreng,1,4000,4000
2014-03-10,Kepala Ayam Goreng,1,4000,4000
2014-03-10,Kepala Ayam Goreng,1,4000,4000
2014-03-10,Kepala Ayam Goreng,1,4000,4000
2014-03-11,Kepala Ayam Goreng,3,4000,12000
2014-03-11,Kepala Ayam Goreng,1,4000,4000
2014-03-11,Kepala Ayam Goreng,1,4000,4000
2014-03-11,Kepala Ayam Goreng,1,4000,4000
2014-03-11,Kepala Ayam Goreng,1,4000,4000
2014-03-12,Kepala Ayam Goreng,2,4000,8000
2014-03-12,Kepala Ayam Goreng,1,4000,4000
2014-03-12,Kepala Ayam Goreng,1,4000,4000
2014-03-12,Kepala Ayam Goreng,1,4000,4000
2014-03-12,Kepala Ayam Goreng,1,4000,4000
2014-03-12,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-13,Kepala Ayam Goreng,1,4000,4000
2014-03-14,Kepala Ayam Goreng,1,4000,4000
2014-03-14,Kepala Ayam Goreng,1,4000,4000
2014-03-15,Kepala Ayam Goreng,1,4000,4000
2014-03-15,Kepala Ayam Goreng,2,4000,8000
2014-03-15,Kepala Ayam Goreng,2,4000,8000
2014-03-15,Kepala Ayam Goreng,2,4000,8000
2014-03-15,Kepala Ayam Goreng,1,4000,4000
2014-03-15,Kepala Ayam Goreng,2,4000,8000
2014-03-15,Kepala Ayam Goreng,1,4000,4000
2014-03-16,Kepala Ayam Goreng,2,4000,8000
2014-03-17,Kepala Ayam Goreng,1,4000,4000
2014-03-17,Kepala Ayam Goreng,2,4000,8000
2014-03-17,Kepala Ayam Goreng,2,4000,8000
2014-03-17,Kepala Ayam Goreng,1,4000,4000
2014-03-17,Kepala Ayam Goreng,1,4000,4000
2014-03-18,Kepala Ayam Goreng,1,4000,4000
2014-03-18,Kepala Ayam Goreng,2,4000,8000
2014-03-18,Kepala Ayam Goreng,1,4000,4000
2014-03-18,Kepala Ayam Goreng,1,4000,4000
2014-03-19,Kepala Ayam Goreng,1,4000,4000
2014-03-19,Kepala Ayam Goreng,2,4000,8000
2014-03-19,Kepala Ayam Goreng,1,4000,4000
2014-03-20,Kepala Ayam Goreng,1,4000,4000
2014-03-20,Kepala Ayam Goreng,2,4000,8000
2014-03-21,Kepala Ayam Goreng,1,4000,4000
2014-03-21,Kepala Ayam Goreng,2,4000,8000
2014-03-21,Kepala Ayam Goreng,2,4000,8000
2014-03-23,Kepala Ayam Goreng,3,4000,12000
2014-03-23,Kepala Ayam Goreng,1,4000,4000
2014-03-24,Kepala Ayam Goreng,1,4000,4000
2014-03-24,Kepala Ayam Goreng,1,4000,4000
2014-03-24,Kepala Ayam Goreng,1,4000,4000
2014-03-24,Kepala Ayam Goreng,1,4000,4000
2014-03-25,Kepala Ayam Goreng,2,4000,8000
2014-03-25,Kepala Ayam Goreng,2,4000,8000
2014-03-25,Kepala Ayam Goreng,2,4000,8000
2014-03-25,Kepala Ayam Goreng,1,4000,4000
2014-03-25,Kepala Ayam Goreng,1,4000,4000
2014-03-25,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,3,4000,12000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-26,Kepala Ayam Goreng,1,4000,4000
2014-03-27,Kepala Ayam Goreng,1,4000,4000
2014-03-27,Kepala Ayam Goreng,1,4000,4000
2014-03-28,Kepala Ayam Goreng,1,4000,4000
2014-03-28,Kepala Ayam Goreng,3,4000,12000
2014-03-28,Kepala Ayam Goreng,1,4000,4000
2014-03-28,Kepala Ayam Goreng,1,4000,4000
2014-03-28,Kepala Ayam Goreng,1,4000,4000
2014-03-28,Kepala Ayam Goreng,1,4000,4000
2014-03-29,Kepala Ayam Goreng,1,4000,4000
2014-03-29,Kepala Ayam Goreng,1,4000,4000
2014-03-29,Kepala Ayam Goreng,3,4000,12000
2014-03-31,Kepala Ayam Goreng,3,4000,12000
2014-03-31,Kepala Ayam Goreng,1,4000,4000
2014-04-01,Kepala Ayam Goreng,1,4000,4000
2014-04-01,Kepala Ayam Goreng,1,4000,4000
2014-04-01,Kepala Ayam Goreng,1,4000,4000
2014-04-01,Kepala Ayam Goreng,3,4000,12000
2014-04-01,Kepala Ayam Goreng,1,4000,4000
2014-04-01,Kepala Ayam Goreng,1,4000,4000
2014-04-02,Kepala Ayam Goreng,1,4000,4000
2014-04-02,Kepala Ayam Goreng,2,4000,8000
2014-04-02,Kepala Ayam Goreng,1,4000,4000
2014-04-02,Kepala Ayam Goreng,2,4000,8000
2014-04-02,Kepala Ayam Goreng,2,4000,8000
2014-04-02,Kepala Ayam Goreng,1,4000,4000
2014-04-02,Kepala Ayam Goreng,1,4000,4000
2014-04-03,Kepala Ayam Goreng,1,4000,4000
2014-04-03,Kepala Ayam Goreng,1,4000,4000
2014-04-03,Kepala Ayam Goreng,1,4000,4000
2014-04-04,Kepala Ayam Goreng,2,4000,8000
2014-04-04,Kepala Ayam Goreng,1,4000,4000
2014-04-05,Kepala Ayam Goreng,1,4000,4000
2014-04-05,Kepala Ayam Goreng,3,4000,12000
2014-04-05,Kepala Ayam Goreng,2,4000,8000
2014-04-05,Kepala Ayam Goreng,2,4000,8000
2014-04-05,Kepala Ayam Goreng,2,4000,8000
2014-04-06,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,1,4000,4000
2014-04-07,Kepala Ayam Goreng,2,4000,8000
2014-04-08,Kepala Ayam Goreng,1,4000,4000
2014-04-08,Kepala Ayam Goreng,1,4000,4000
2014-04-08,Kepala Ayam Goreng,1,4000,4000
2014-04-09,Kepala Ayam Goreng,1,4000,4000
2014-04-10,Kepala Ayam Goreng,1,4000,4000
2014-04-11,Kepala Ayam Goreng,2,4000,8000
2014-04-11,Kepala Ayam Goreng,1,4000,4000
2014-04-12,Kepala Ayam Goreng,1,4000,4000
2014-04-12,Kepala Ayam Goreng,2,4000,8000
2014-04-12,Kepala Ayam Goreng,1,4000,4000
2014-04-12,Kepala Ayam Goreng,1,4000,4000
2014-04-12,Kepala Ayam Goreng,1,4000,4000
2014-04-13,Kepala Ayam Goreng,1,4000,4000
2014-04-13,Kepala Ayam Goreng,1,4000,4000
2014-04-14,Kepala Ayam Goreng,1,4000,4000
2014-04-14,Kepala Ayam Goreng,2,4000,8000
2014-04-14,Kepala Ayam Goreng,1,4000,4000
2014-04-14,Kepala Ayam Goreng,2,4000,8000
2014-04-14,Kepala Ayam Goreng,1,4000,4000
2014-04-15,Kepala Ayam Goreng,3,4000,12000
